File,Accuracy,Precision,Recall,F1 Score
100_mr_result_sorted_top_100_method_end-to-end.csv,0.98,0.98,0.20164609053497942,0.33447098976109213
100_mr_result_sorted_top_100_method_fast.csv,0.98,0.98,0.20164609053497942,0.33447098976109213
100_mr_result_sorted_top_100_method_no-transform.csv,0.97,0.97,0.19958847736625515,0.33105802047781574
100_mr_result_sorted_top_200_method_end-to-end.csv,0.92,0.92,0.3786008230452675,0.5364431486880467
100_mr_result_sorted_top_200_method_fast.csv,0.915,0.915,0.3765432098765432,0.5335276967930029
100_mr_result_sorted_top_200_method_no-transform.csv,0.925,0.925,0.38065843621399176,0.5393586005830904
100_mr_result_sorted_top_300_method_end-to-end.csv,0.8466666666666667,0.8466666666666667,0.522633744855967,0.6463104325699746
100_mr_result_sorted_top_300_method_fast.csv,0.8366666666666667,0.8366666666666667,0.5164609053497943,0.638676844783715
100_mr_result_sorted_top_300_method_no-transform.csv,0.83,0.83,0.5123456790123457,0.633587786259542
100_mr_result_sorted_top_400_method_end-to-end.csv,0.7125,0.7125,0.5864197530864198,0.6433408577878105
100_mr_result_sorted_top_400_method_fast.csv,0.7125,0.7125,0.5864197530864198,0.6433408577878105
100_mr_result_sorted_top_400_method_no-transform.csv,0.7125,0.7125,0.5864197530864198,0.6433408577878105
