TF,Target,Score
0,182,0.3312439584644607
0,119,0.2917117053611736
0,126,0.2827332271625388
0,156,0.2973016511728961
0,105,0.301665321739226
0,114,0.3062465047011943
0,132,0.339182907998021
0,113,0.4019234807719756
0,139,0.3320882479454385
0,118,0.3145184656882845
1,101,0.311540964961337
1,120,0.4856973889005789
1,176,0.3659297797247887
1,181,0.3328859225014061
1,130,0.3963415266193655
1,195,0.3508331186401817
1,146,0.3237140835773843
2,102,0.324059590497404
2,115,0.2999576125808463
2,154,0.301453326127282
2,163,0.3008442898018281
2,137,0.3062133111974832
3,111,0.3041539468019463
3,103,0.3331625464323066
3,109,0.3445811743146623
3,125,0.343273962429791
3,172,0.2899612700630965
3,192,0.2897441604227787
3,114,0.3151148665723688
3,189,0.2786042360640949
3,170,0.2829683858387798
4,189,0.2792097903949512
5,137,0.3463255936246719
5,133,0.2791695231170377
5,188,0.3377786194569737
6,160,0.3019601756032811
6,177,0.2999422856867766
6,197,0.303265252604589
6,154,0.3688820993549269
6,128,0.3098591720886999
7,168,0.3414705402914548
7,102,0.2872524221218431
7,159,0.3169649479185708
7,180,0.4196832073623976
7,147,0.3208542821097609
7,100,0.3656037556409169
7,191,0.2951357957799434
8,129,0.3217731943952426
8,176,0.3491117137944555
8,139,0.2810905965928053
8,136,0.2940072346466602
9,159,0.3206711323529031
9,194,0.3208038000628905
9,161,0.2980551310543661
9,136,0.4563449864643314
9,145,0.2904198897877554
10,183,0.3300245923960046
11,112,0.2840626225744249
12,175,0.2910614721878694
12,122,0.2872466460865095
12,191,0.313622296028149
13,186,0.2800683005003247
13,108,0.3639561456216652
13,168,0.5370859084041668
13,129,0.4018591562961685
13,156,0.3659930399457234
13,123,0.3509468346238673
14,118,0.3519153776592844
14,182,0.3077248226934777
14,152,0.2928048435762944
14,151,0.3444100509839677
14,132,0.287306617208716
14,177,0.2913006880972092
15,136,0.3270412163807922
15,188,0.4314838771816088
15,140,0.3425886890805927
15,194,0.3134299705114982
15,145,0.311261819103075
16,131,0.2914379210317939
16,179,0.4201604534507048
16,126,0.3266729818859828
16,111,0.294355639533166
16,184,0.3508560215215865
16,133,0.2868247708266646
17,144,0.3200776013079684
17,164,0.4920967837428336
