TF,Target,Score
0,114,0.2432217195781905
0,182,0.2585904561806862
0,156,0.233257217717619
0,139,0.2672061644503433
0,132,0.2672254288768156
0,126,0.2244253058917384
0,113,0.3146669478511759
0,105,0.2409418256577214
0,118,0.2465913353214228
0,119,0.2299574742384655
1,130,0.3253069386234019
1,120,0.3864043779648271
1,195,0.2863118380343153
1,174,0.2204241514435028
1,181,0.269841576617032
1,146,0.2584629431526216
1,101,0.2490643755502305
1,176,0.289143359492992
2,163,0.2309919852625465
2,115,0.2319385048451044
2,154,0.2336458924569978
2,102,0.2528273654224385
2,137,0.2365878777352656
3,111,0.2421790549151801
3,109,0.2730083804302436
3,172,0.2305402734528286
3,114,0.2515363650774749
3,192,0.2268800045347952
3,125,0.2682992070174866
3,170,0.2224704044770575
3,103,0.2645403185130258
3,189,0.2210085248017234
4,189,0.2197410730322248
5,188,0.2662927032994044
5,137,0.2718064209978423
6,160,0.2378021408264962
6,128,0.2530162828642711
6,197,0.2426740527655705
6,177,0.2400058592051667
6,157,0.2211291230697135
6,154,0.293262488088427
7,168,0.2670923307115604
7,108,0.219759498384555
7,147,0.2519714511650789
7,159,0.2477411474713937
7,100,0.2907768135677867
7,191,0.2312137585075621
7,180,0.3311796125476388
7,102,0.2245443869580379
8,110,0.2216445155832915
8,136,0.268076517026854
8,106,0.2215536647705654
8,176,0.30707312048127
8,129,0.2737577529413837
8,190,0.2222550229368977
9,159,0.2570176095246
9,194,0.2513590823115113
9,161,0.2335811223470279
9,145,0.2282286658253596
9,136,0.3565381299893613
10,183,0.2617032163007641
10,130,0.2200641439613634
11,112,0.2245703432796329
12,175,0.2296718207334862
12,122,0.2230221417327494
12,191,0.2470078243885995
13,108,0.2948310735976306
13,101,0.2272209583999001
13,186,0.2273429088288926
13,123,0.286801205736923
13,129,0.3340107979738012
13,118,0.2208075792991705
13,156,0.2970930087279315
13,168,0.4441602316265009
14,182,0.241777326272788
14,151,0.272700925984409
14,118,0.2756642089108975
14,152,0.2276434798493345
14,132,0.2293713935986729
14,177,0.229705594806465
15,128,0.2204911407255784
15,145,0.2463883173153409
15,194,0.2473377062516686
15,140,0.2707488556085644
15,136,0.259073091471777
15,188,0.3417850401040865
16,133,0.2253458387049255
16,131,0.2305180223088248
16,184,0.2749854297923901
16,179,0.3308772603272211
16,111,0.2321325221390938
16,126,0.2573342208050695
17,164,0.3523306300980495
17,136,0.3642480874071858
17,145,0.2751335673546873
17,151,0.2823925849282442
17,129,0.2893923409357457
17,127,0.2750553613446977
17,174,0.2355303984168814
17,134,0.2975158820861397
17,144,0.2231500131808849
19,124,0.2323178686044275
19,167,0.231384009625752
19,115,0.2508677223180426
19,163,0.225186440513594
19,193,0.220402169450203
20,181,0.2426460210310023
20,195,0.3421757214306035
20,169,0.2955270179199646
20,173,0.2338291429407877
20,176,0.3775017827271594
20,146,0.3331191278349548
21,117,0.2801114201682818
21,101,0.2302264460868598
21,147,0.2429666218928376
21,175,0.2387698229664908
23,198,0.2890003695821038
23,111,0.2215966555218914
23,122,0.2226314071092052
23,133,0.2447868869668965
23,184,0.2348362854037086
23,144,0.3209604049354734
23,134,0.21936911693889
23,149,0.2401546165940477
24,196,0.2377472187465613
24,102,0.2605253914579953
24,183,0.2691282589967796
24,101,0.3168719373238295
24,180,0.3162425268321992
24,108,0.2340673104728921
24,175,0.2304756147858548
25,168,0.2459672845954518
26,152,0.2456885147900612
26,162,0.2385689735301709
26,110,0.2373819536409963
26,118,0.2210331955370419
26,117,0.2216199252532433
27,103,0.227122272960171
27,156,0.2441620239507899
27,114,0.2550788380441823
28,124,0.3983485048626295
28,162,0.3231178244085955
28,108,0.309658365685104
28,152,0.2593686946934418
28,171,0.2892037871990318
28,190,0.3607893292088492
28,109,0.2537103961132544
28,170,0.2202470138467606
28,189,0.2463545992247053
28,184,0.2703008084194404
28,126,0.2508866717689031
28,131,0.2801184119660194
28,133,0.2717856164008888
28,192,0.2371470707933338
28,179,0.3227566133231565
30,124,0.2222537105029579
30,147,0.2562511944385652
30,180,0.2217963100958355
30,164,0.2458084897180504
30,192,0.2301159481308948
30,188,0.2421180907612626
30,175,0.2552875178189146
30,171,0.4646880636431384
30,198,0.2676393106685917
30,102,0.2885849967346676
30,101,0.3085748951623689
30,137,0.319992540818552
30,129,0.3899949765947879
30,191,0.315987997298666
30,196,0.440335755923658
30,163,0.2768056148800651
31,187,0.2662931315531898
31,147,0.2993972222813486
31,124,0.2216910721127261
31,117,0.2306795969918063
31,178,0.2955466010216152
31,163,0.3475244334830357
