16	180	1.0
73	194	0.7376695675262065
16	183	0.7252471724290489
16	188	0.699746115669819
12	125	0.6238064553721313
50	196	0.6044482936141378
92	28	0.5836708001966278
60	170	0.5828786785348674
62	159	0.5592726833683762
73	124	0.5538035121191676
22	101	0.5498727928481083
0	56	0.5415049365780541
77	177	0.5262951727686613
65	184	0.5230976175978235
92	195	0.5219527400285394
83	113	0.5059285945357852
52	103	0.5039400458446607
4	150	0.49813946429949824
65	72	0.4816371065651236
81	143	0.48113307799822963
56	0	0.4753902522663396
44	165	0.4683771324965776
99	40	0.46750965311582515
99	182	0.46155600138985486
31	124	0.4612234724318522
68	127	0.45615204354740485
15	187	0.4514092849847712
91	25	0.4508993408058925
24	189	0.4482259640693087
92	167	0.43925751835200816
40	99	0.4368689172841561
69	109	0.43573376338556186
72	132	0.43447288251280597
24	128	0.43208391814836544
40	107	0.4273674776761939
74	197	0.42642106255322987
76	14	0.42527514438823116
51	181	0.4230598723904205
65	132	0.4211817341799882
52	156	0.4207954772927279
60	184	0.41925214450832676
18	199	0.4190188242383317
83	187	0.4172055933643152
85	130	0.4157023944081025
84	49	0.4066505845562725
92	76	0.40640280283313446
65	190	0.40206795481188307
98	143	0.40057948879795857
72	65	0.3955995834635192
99	22	0.39483408983476176
42	114	0.39397945844898713
82	168	0.3916385539944397
84	162	0.38985815421262704
91	112	0.38944523540271325
83	129	0.38796139768158283
94	86	0.3868641936746246
86	94	0.38641953840309173
84	186	0.38501500151334767
53	3	0.3844495083977118
25	91	0.38361058019182814
28	92	0.38348694276380996
7	133	0.38232081973058063
4	110	0.3816255360212038
56	134	0.37972905905619936
73	61	0.378716692855878
8	106	0.37629581928817696
39	195	0.37409070538779055
13	145	0.37398305464799236
39	87	0.373715777312405
40	118	0.37065910878647
14	76	0.3702476322953094
73	142	0.370075330537304
72	142	0.36981763261215067
58	197	0.36974490478904176
26	102	0.3694679390702334
21	173	0.36615906021832
16	123	0.366038799794951
54	100	0.36508278193883886
55	6	0.3643248186649818
85	137	0.364314255395053
30	102	0.3628424447169461
88	140	0.3627794548740439
4	165	0.3626513179637449
11	136	0.36038830450941944
68	46	0.3585933364484674
85	108	0.35747676773428366
85	112	0.3566613358187793
82	174	0.3563972492027804
77	169	0.3562314878788184
79	192	0.35567828328568
4	190	0.35072731870456525
58	29	0.34929374745513564
85	104	0.3485904596303791
21	17	0.3482592498449486
13	25	0.34785732917828643
92	145	0.3473188654632874
78	147	0.34701276822974236
76	153	0.3457195892046226
94	101	0.3453249718181652
85	199	0.34478456472083613
2	190	0.34471355317923413
81	78	0.344177214121061
58	131	0.34390792431639905
98	73	0.3437876963488655
56	178	0.34321672985045404
2	120	0.3417215618197216
14	140	0.3410027823851962
62	93	0.3409080375709596
56	193	0.3392988675360284
30	59	0.3389608759464625
78	109	0.33839259794582954
16	172	0.3381911671104048
72	128	0.3379308017970011
79	168	0.3372468939620136
26	174	0.33643705072645164
99	176	0.33544908732353135
76	92	0.3346938174098582
16	13	0.3343072819312195
49	84	0.33365673084096137
17	21	0.3330176815765721
65	171	0.33249071665351376
25	13	0.3323571316274779
16	78	0.33209397089181003
78	166	0.33174402638172074
91	167	0.33041359556634914
35	48	0.32857177866353166
27	159	0.32822461090242583
72	151	0.32799052418042773
34	123	0.3279023425303232
57	119	0.32734863844108425
16	110	0.3270834068189926
73	98	0.32565365620127407
50	123	0.3231130339113649
7	161	0.31980550599628976
35	191	0.3195141467760156
87	158	0.3176585481290658
82	139	0.3173895767359892
60	95	0.316046741184981
52	31	0.3147847637659565
52	124	0.3142835625941251
74	152	0.31380044099548715
9	120	0.3133582147471036
64	48	0.3130352699712698
0	179	0.3115191390216627
58	141	0.3109784638043602
95	37	0.3091622065175889
35	162	0.30764688849791283
18	149	0.3070033782196256
46	68	0.30659177742012445
77	56	0.3061399489596692
56	136	0.306009324271855
2	160	0.30545693573719274
30	178	0.30538004075824005
7	111	0.3052981017264298
40	34	0.30479677688009665
78	81	0.304322807667049
55	151	0.3033019913855058
22	99	0.303218557649296
93	62	0.3029056988549978
40	51	0.30257147055390693
39	41	0.3021534833580385
42	144	0.30138344659723193
4	184	0.3012514883300244
2	182	0.3011310149138899
75	103	0.3001737145034297
64	23	0.29980261465774277
82	11	0.2995984642991925
69	133	0.29872741322605495
81	126	0.2986498596969666
13	20	0.2981719468598534
33	164	0.29804373490943636
98	19	0.2979083677846427
14	191	0.29712547244486986
11	82	0.2969733795322172
31	119	0.2959941696154197
60	110	0.2959736339877691
35	57	0.29597235640575
0	82	0.295512364427158
74	121	0.2954433163625209
84	132	0.29541802016796115
65	113	0.2938341637259001
27	74	0.29355910345111436
83	137	0.293286887834689
25	112	0.2931887078163986
77	161	0.29312053975874086
9	6	0.29260357178897645
33	114	0.2925577674211822
57	10	0.2923498952220947
8	144	0.29142739884711055
74	27	0.2913921311860589
69	185	0.29124002121508374
55	59	0.2911957637036526
7	138	0.2911272947377685
56	141	0.2906184696927484
17	113	0.2902831805706901
91	88	0.28990356638322234
49	185	0.2893583527156298
3	53	0.28914303051812695
37	95	0.28895117749449895
62	27	0.28882216354891843
40	123	0.2867082264177748
50	19	0.2862200242997615
1	164	0.28573584750963704
61	131	0.2856927935149521
11	148	0.2844442208778747
65	96	0.28426995682544587
92	164	0.2837102856110468
35	155	0.28325689572592794
60	52	0.2830093839243665
0	111	0.2826368514847044
11	151	0.2806521094123019
98	36	0.28049082023571775
63	105	0.2798719049283811
61	73	0.2797119423840006
83	89	0.27967996930542466
85	173	0.2794303546687874
72	45	0.27915214171068864
68	32	0.27850260543298366
7	90	0.2779266648474536
98	131	0.27743157755920145
16	2	0.27736181695416023
59	30	0.2770584180977289
52	160	0.2769449005294806
64	107	0.2768353225503786
31	163	0.2767812652297838
16	15	0.27638422840304494
68	70	0.27618449152141644
57	185	0.27616106871239265
25	130	0.27610228673056764
27	62	0.2760915176681227
4	138	0.2749199109676537
99	101	0.2747888070401641
12	28	0.2744751423252312
27	138	0.273532226216473
12	134	0.2734970905160498
64	8	0.27272573606242395
12	175	0.2719242687752059
21	126	0.27089078907808994
39	139	0.2705826210253772
2	22	0.26964931331484426
12	90	0.26891786360145953
16	169	0.26856988633951007
95	111	0.2683564087926443
42	122	0.26834646043849025
98	150	0.2681814729838373
76	28	0.268054444801232
35	166	0.26720309650469243
99	146	0.2664290840597125
89	171	0.26602817685807045
23	54	0.2659397224794179
56	77	0.26588704861416773
77	157	0.265462821873496
13	146	0.2648536194446128
23	64	0.26475121100347226
68	5	0.26465650877192
11	157	0.26426833891043316
14	115	0.26419463832324336
21	156	0.2641258448736422
90	117	0.26327281227280824
79	33	0.262420853086599
60	72	0.26163374441569953
45	165	0.26128910006240297
7	158	0.2610339814412052
41	39	0.26069480383067
78	191	0.2604386972023713
15	169	0.26011216909285073
84	106	0.25995894280991794
16	107	0.2598942343355354
39	81	0.25978393352534135
12	87	0.2595343276245814
68	144	0.2594723121274829
52	60	0.2590832981656823
94	176	0.25903446827839227
40	86	0.25878323595500524
87	39	0.25874839072499256
58	19	0.2587429207065067
60	78	0.2582285937997614
0	7	0.25815516594245985
89	142	0.2576287803137065
32	146	0.2574966793256005
32	67	0.2574244127899702
31	52	0.2566560427276798
62	126	0.2565949700184133
84	20	0.2557976328011195
16	20	0.25572271590223694
29	58	0.2551455773192961
30	154	0.25488550495847145
40	179	0.2542200377581249
57	35	0.25399412475925115
48	35	0.2529984446985497
40	182	0.2529689058376084
62	130	0.25287805545494074
7	0	0.2519820480656974
62	152	0.25182602885770045
98	194	0.2514760792136107
62	43	0.25124806019166757
85	184	0.25119966036450514
