TF,Target,Score
0,114,0.3784749993048015
0,131,0.3777311957345469
0,111,0.6510823473134194
0,138,0.3476808212289953
0,185,0.3092360167978301
0,196,0.5520582287729857
0,198,0.4726503740346012
1,173,0.4615165415783585
1,106,0.5453972883324114
1,137,0.3781578456792011
1,139,0.3222956053298692
1,190,0.4817115431766748
2,153,0.3763493954490556
2,100,0.4119847434011654
2,154,0.5871275227446443
2,181,0.5132495049277519
2,139,0.4458521702895924
2,135,0.4876143509712959
2,115,0.308998527324285
2,121,0.4996826270993518
3,112,0.3191031129484503
4,156,0.4468276934861023
4,135,0.3148118827528202
4,128,0.4144672267469592
4,161,0.3684568222652767
4,133,0.3208151446523811
4,166,0.3048925732309333
5,197,0.447250373192335
5,126,0.4035362410345304
5,171,0.4801450450793766
5,149,0.3741550299289898
5,134,0.3760800003310819
5,102,0.308572910944269
5,132,0.3194976896352979
5,125,0.5397221632279178
6,151,0.4216233783883399
6,187,0.3281013339931706
7,197,0.4432839726186788
7,125,0.5311362757651128
7,171,0.8059120202948551
7,117,0.4073174863872423
7,157,0.3086387259426928
7,149,0.3097477930488324
7,169,0.3187439033628105
7,187,0.3634428198233458
7,155,0.3729965244922564
7,134,0.3797077080659774
8,192,0.4564255653324595
8,140,0.3492011239238591
9,184,0.5548994268346755
9,112,0.3119035676331564
9,120,0.4482140539028739
9,164,0.3532684386098413
9,142,0.3539557154877429
9,136,0.477596434186684
10,154,0.358291025950415
10,112,0.4673987138686966
10,121,1.0
10,160,0.7182242166676075
10,115,0.7806437457172646
10,181,0.5486767196221989
10,100,0.6628753553093921
11,198,0.4581251118437766
12,108,0.4411392212621758
12,101,0.4491946846070167
12,175,0.30855205464464
12,107,0.5777011308583725
12,109,0.3484898724338584
12,156,0.6548145993221424
13,102,0.3240182389461438
13,199,0.4240641706190117
13,146,0.4776310223580665
13,127,0.7743361696799597
13,180,0.5712912309604613
13,178,0.3129035652357679
14,123,0.5011153207967224
14,112,0.4515262914261495
15,104,0.3646193427119354
15,106,0.3181556429280047
15,138,0.3153195802338817
16,149,0.3201857282813297
16,138,0.4449683375258843
16,106,0.3035628713726093
16,129,0.6873806846275132
16,186,0.3081740894135487
16,182,0.421460558818526
16,199,0.3713644417269989
16,173,0.5024975420051675
17,117,0.3107940687443266
17,149,0.4000120216073492
17,174,0.3363276872641492
17,142,0.4524588365321124
17,143,0.5036905665560142
18,166,0.3158771540263835
18,174,0.317705503044832
18,139,0.4796207765583676
18,188,0.3623988183397785
18,108,0.482090338621395
19,159,0.3099206151872409
19,183,0.366735379429067
19,187,0.4818360408234546
19,194,0.4792289198828157
19,174,0.3584069496937024
19,118,0.3191821427827715
19,193,0.4214093370260177
20,199,0.3071762979047026
20,148,0.3729855933105711
20,149,0.3373401111320243
20,116,0.5307564842418481
20,114,0.3622629219208052
20,157,0.4465894993787913
21,146,0.3454702392676796
21,122,0.4300916924711738
21,111,0.3655459410085332
21,114,0.315766225963878
22,118,0.4815990146215226
23,105,0.3335368224635696
23,145,0.3608587441741155
24,198,0.30778411884462
24,127,0.4969625114162691
24,180,0.4438153852436503
24,152,0.4160114860581717
24,111,0.5473649453553646
24,102,0.7066692224307952
25,116,0.4339494848410057
25,144,0.4396830505369405
25,125,0.3111515412060747
25,162,0.312772833941616
25,175,0.3203111997761894
25,113,0.4122514302894696
25,184,0.3048701502136033
25,142,0.5474611948756829
26,127,0.3317711443169278
26,126,0.3389597259772213
26,131,0.615404826266674
26,153,0.4748425377163934
26,107,0.3089594664276555
26,157,0.3684905337103508
26,135,0.3219655159919873
26,105,0.3507117583708186
26,120,0.361488956691307
26,177,0.3228897494973383
27,196,0.4729578330076418
27,113,0.4905213920630324
28,186,0.321427733223209
